x,y,objectid,cat1,cat2,name,city,state,post_id,zip,latitude,longitude,date_updated,point_x,point_y,program_type
-118.421011056762,34.2885135665973,72493,Health and Mental Health,Mental Health Centers,HSCFS- CCLA HS,SAN FERNANDO,CA,2009137,91340,34.2885136,-118.421011,2020/03/27 15:23:03+00,6434501.48750398,1927642.16402073,General Mental Health Resource
-118.438671656515,34.2834652659815,72408,Health and Mental Health,Mental Health Centers,SAN FERNANDO CHILD & FAMILY CENTER,SAN FERNANDO,CA,2007116,91340,34.2834653,-118.4386716,2020/05/22 17:04:48+00,6429159.01557739,1925827.82381739,General Mental Health Resource
-118.535019355869,34.2087286665704,72234,Health and Mental Health,Mental Health Centers,STAR VIEW BEHAVIORAL HEALTH,RESEDA,CA,2005687,91335,34.2087287,-118.5350193,2018/03/14 11:26:23+00,6399910.3611483,1898771.16566047,General Mental Health Resource
-118.537618856282,34.1994949664762,72229,Health and Mental Health,Mental Health Centers,"TARZANA TREATMENT CENTERS, INC",RESEDA,CA,2005675,91335,34.199495,-118.5376188,2018/03/14 08:39:18+00,6399106.45232305,1895415.09691331,General Mental Health Resource
-118.575164356007,34.4165769664212,72465,Health and Mental Health,Mental Health Centers,CHILDRENS BUREAU VALENCIA,VALENCIA,CA,2007955,91335,34.416577,-118.5751643,2019/08/28 08:24:46+00,6388205.69295664,1974476.8662829,General Mental Health Resource
-118.553320055982,34.200679966195,71695,Health and Mental Health,Mental Health Centers,JOYCE EISENBURG KEEFER MEDICAL CENTER,RESEDA,CA,1000064,91335,34.20068,-118.55332,2016/05/30 18:53:23+00,6394361.18261413,1895872.09698357,General Mental Health Resource
-118.552140055522,34.1867799665322,71837,Health and Mental Health,Mental Health Centers,VALLEY COORDINATED CHILDREN'S SERVICES,RESEDA,CA,1000215,91335,34.18678,-118.55214,2018/03/07 09:04:03+00,6394690.19376713,1890811.75014889,General Mental Health Resource
-118.40401005582,34.279039966684,71707,Health and Mental Health,Mental Health Centers,HILLVIEW MHC ADULT RESIDENTIAL,PACOIMA,CA,1000076,91331,34.27904,-118.40401,2018/03/06 14:19:52+00,6439622.85422972,1924173.50068247,General Mental Health Resource
-118.40401005582,34.279039966684,71876,Health and Mental Health,Mental Health Centers,HILLVIEW MHC AB 109,PACOIMA,CA,1000257,91331,34.27904,-118.40401,2018/03/08 13:31:25+00,6439622.85422972,1924173.50068247,General Mental Health Resource
-118.404460056684,34.2786499667175,71732,Health and Mental Health,Mental Health Centers,HILLVIEW MHC INC.,PACOIMA,CA,1000102,91331,34.27865,-118.40446,2018/03/06 16:18:17+00,6439486.3430198,1924032.12038781,General Mental Health Resource
-118.419960056521,34.2814199660176,72177,Health and Mental Health,Mental Health Centers,DIDI HIRSCH PSYCHIATRIC SERVICES - PROJECT 60,PACOIMA,CA,1000568,91331,34.28142,-118.41996,2017/02/08 11:23:36+00,6434808.16110322,1925059.36702098,General Mental Health Resource
-118.441565955773,34.2506488665501,72384,Health and Mental Health,Mental Health Centers,YOUTH CONTACT ARLETA HS,ARLETA,CA,2006898,91331,34.2506489,-118.4415659,2019/03/06 15:27:19+00,6428232.26644664,1913889.2807654,General Mental Health Resource
-118.405500055773,34.2779699666234,71997,Health and Mental Health,Mental Health Centers,HATHAWAY SYCAMORES CHILD FAMILY SERVICES,PACOIMA,CA,1000381,91331,34.27797,-118.4055,2018/03/09 10:51:19+00,6439171.17140606,1923785.92370173,General Mental Health Resource
-118.404460056684,34.2786499667175,71966,Health and Mental Health,Mental Health Centers,HATHAWAY SYCAMORES CHILD & FAMILY SERVICES,PACOIMA,CA,1000348,91331,34.27865,-118.40446,2018/03/09 09:01:38+00,6439486.3430198,1924032.12038781,General Mental Health Resource
-118.421255556009,34.2797055668079,72495,Health and Mental Health,Mental Health Centers,HSCFS- VAUGHN MIT MS,PACOIMA,CA,2009148,91331,34.2797056,-118.4212555,2020/03/27 16:26:34+00,6434414.20224547,1924437.10875106,General Mental Health Resource
-118.433857456661,34.2360699663978,72299,Health and Mental Health,Mental Health Centers,"PENNY LANE CENTERS, SATELLITE III",ARLETA,CA,2006540,91331,34.23607,-118.4338574,2019/02/14 15:07:05+00,6430538.80546872,1908573.66049114,General Mental Health Resource
-118.404945955743,34.2779596663942,72342,Health and Mental Health,Mental Health Centers,"HILLVIEW MH AUXILIARY OUTPATIENT, SITE 2",PACOIMA,CA,2006661,91331,34.2779597,-118.4049459,2018/07/25 15:03:51+00,6439338.54574323,1923781.50048223,General Mental Health Resource
-118.532030055676,34.2206199661116,71697,Health and Mental Health,Mental Health Centers,NORTHRIDGE HOSPITAL,NORTHRIDGE,CA,1000066,91326,34.22062,-118.53203,2018/03/06 13:00:48+00,6400837.05483297,1903093.7665953,General Mental Health Resource
-118.523210055752,34.2458699664442,71668,Health and Mental Health,Mental Health Centers,CHILD & FAMILY GUIDANCE CENTER-NORTHRIDGE,NORTHRIDGE,CA,1000037,91325,34.24587,-118.52321,2018/03/06 12:45:28+00,6403551.15603206,1912268.57862623,General Mental Health Resource
-118.500834855675,34.2262450661719,71798,Health and Mental Health,Mental Health Centers,CHILD & FAMILY GUIDANCE CENTER-BALBOA,NORTHRIDGE,CA,1000170,91325,34.2262451,-118.5008348,2018/03/07 08:33:30+00,6410277.51823547,1905092.36627264,General Mental Health Resource
-118.535750056222,34.2216210665061,72230,Health and Mental Health,Mental Health Centers,"TARZANA TREATMENT CENTERS, INC",NORTHRIDGE,CA,2005677,91324,34.2216211,-118.53575,2018/03/14 08:58:04+00,6399714.44684197,1903464.05292822,General Mental Health Resource
-118.549454155528,34.2278930667981,72238,Health and Mental Health,Mental Health Centers,CHILD AND FAMILY GUIDANCE CENTER,NORTHRIDGE,CA,2005695,91324,34.2278931,-118.5494541,2018/03/14 13:15:35+00,6395584.24939372,1905768.8757464,General Mental Health Resource
-118.555183465558,34.2384859864694,72233,Health and Mental Health,Mental Health Centers,"TOPANGA WEST, ACT HEALTH AND WELLNESS CLINIC",NORTHRIDGE,CA,2005685,91324,34.23848602,-118.55518341,2019/02/22 11:03:23+00,6393873.73312972,1909633.28796506,General Mental Health Resource
-118.545220056257,34.378939965733,71873,Health and Mental Health,Mental Health Centers,CHILD & FAMILY CENTER,NEWHALL,CA,1000254,91321,34.37894,-118.54522,2018/03/08 13:07:16+00,6397162.25345555,1960729.88032548,General Mental Health Resource
-118.572907355695,34.2325077667457,71712,Health and Mental Health,Mental Health Centers,WEST VALLEY MENTAL HEALTH CENTER,CHATSWORTH ,CA,1000081,91311,34.2325078,-118.5729073,2018/12/12 07:42:37+00,6388504.58704388,1907487.80013005,General Mental Health Resource
-118.573410056216,34.2319999660822,72095,Health and Mental Health,Mental Health Centers,SPECIALIZED FOSTER CARE-CHATSWORTH,CHATSWORTH,CA,1000482,91311,34.232,-118.57341,2018/03/07 16:16:44+00,6388351.58931838,1907303.87169215,General Mental Health Resource
-118.572907355695,34.2325077667457,72088,Health and Mental Health,Mental Health Centers,WEST VALLEY MH CENTER FSP PROGRAM,CHATSWORTH,CA,1000475,91311,34.2325078,-118.5729073,2018/10/03 08:31:21+00,6388504.58704388,1907487.80013005,General Mental Health Resource
-118.591531055486,34.2414319661944,72450,Health and Mental Health,Mental Health Centers,RANCHO SAN ANTONIO BOYS HOME INC,CHATSWORTH,CA,2007477,91311,34.241432,-118.591531,2019/12/13 10:13:44+00,6382894.60318513,1910768.0268373,General Mental Health Resource
-118.577790056278,34.2202599664245,71750,Health and Mental Health,Mental Health Centers,PRIMER PASO BRIDGES INC.,CANOGA PARK,CA,1000122,91306,34.22026,-118.57779,2017/02/08 10:28:09+00,6387003.14811763,1903039.12530039,General Mental Health Resource
-118.605780055911,34.2249699666342,71734,Health and Mental Health,Mental Health Centers,BRIDGES INC. - HACIENDA RETIRADA INC.,CANOGA PARK,CA,1000104,91304,34.22497,-118.60578,2018/03/06 16:22:02+00,6378552.14008531,1904802.96396431,General Mental Health Resource
-118.608920055842,34.219789966415,71818,Health and Mental Health,Mental Health Centers,TOPANGA WEST GUEST HOME,CANOGA PARK,CA,1000193,91304,34.21979,-118.60892,2018/03/07 08:39:55+00,6377591.5573608,1902923.63799857,General Mental Health Resource
-118.606887656072,34.2218045661156,72239,Health and Mental Health,Mental Health Centers,EL CENTRO DE AMISTAD - TOPANGA,CANOGA PARK,CA,2005697,91304,34.2218046,-118.6068876,2018/03/14 13:29:51+00,6378210.37830164,1903653.05812764,General Mental Health Resource
-118.601390055487,34.1984499664322,71726,Health and Mental Health,Mental Health Centers,EL CENTRO DE AMISTAD,CANOGA PARK,CA,1000096,91303,34.19845,-118.60139,2018/08/22 08:41:31+00,6379821.41379347,1895144.06103806,General Mental Health Resource
-118.601181755305,34.1943638660692,72232,Health and Mental Health,Mental Health Centers,HOMELESS SERVICES TEAM,CANOGA PARK,CA,2005683,91303,34.1943639,-118.6011817,2019/01/30 16:09:44+00,6379875.5055488,1893656.7050889,General Mental Health Resource
-118.216800056608,34.2055299666704,71691,Health and Mental Health,Mental Health Centers,USC VERDUGO HILLS HOSPITAL,GLENDALE,CA,1000060,91208,34.20553,-118.2168,2016/05/30 18:53:23+00,6496119.34097405,1897247.2983014,General Mental Health Resource
-118.230010056227,34.1508099665238,71678,Health and Mental Health,Mental Health Centers,GLENDALE ADVENTIST MEDICAL CENTER,GLENDALE,CA,1000047,91206,34.15081,-118.23001,2016/05/30 18:53:23+00,6492079.64596947,1877342.62715282,General Mental Health Resource
-118.243400056569,34.1458399665348,71944,Health and Mental Health,Mental Health Centers,TOBINWORLD,GLENDALE,CA,1000326,91205,34.14584,-118.2434,2018/03/09 08:19:16+00,6488024.06221713,1875543.49853323,General Mental Health Resource
-118.229690056763,34.1425299666328,72139,Health and Mental Health,Mental Health Centers,DIDI HIRSCH PSYCHIATRIC SERVICES-GLENDALE,GLENDALE,CA,1000528,91205,34.14253,-118.22969,2018/03/13 14:06:50+00,6492169.57787623,1874329.17025323,General Mental Health Resource
-118.257720056289,34.1284299665059,71702,Health and Mental Health,Mental Health Centers,GLENDALE MEMORIAL HOSPITAL,GLENDALE,CA,1000071,91204,34.12843,-118.25772,2016/05/30 18:53:23+00,6483674.98200455,1869218.50101264,General Mental Health Resource
-118.258270056027,34.1494399668315,71925,Health and Mental Health,Mental Health Centers,PACIFIC CLINICS-HYE WRAP PROGRAM,GLENDALE,CA,1000307,91203,34.14944,-118.25827,2018/03/08 17:15:45+00,6483528.17783622,1876864.82758348,General Mental Health Resource
-118.255997156645,34.1519577668898,71961,Health and Mental Health,Mental Health Centers,INST. FOR MULTICULTURAL COUNSELING AND EDUCATION SRVS.,GLENDALE,CA,1000343,91203,34.1519578,-118.2559971,2018/03/09 08:41:17+00,6484218.19810972,1877779.33887781,General Mental Health Resource
-118.25830155611,34.1577250663833,72235,Health and Mental Health,Mental Health Centers,OLIVE CREST,GLENDALE,CA,2005689,91203,34.1577251,-118.2583015,2019/02/28 15:56:23+00,6483526.39503139,1879879.94097582,General Mental Health Resource
-118.098100056899,34.1465399665387,71856,Health and Mental Health,Mental Health Centers,PROTOTYPES OBHS WELLNESS CENTER,PASADENA,CA,1000235,91107,34.14654,-118.0981,2018/03/23 13:30:30+00,6531988.14128356,1875723.56116523,General Mental Health Resource
-118.095670857319,34.1496129665147,71857,Health and Mental Health,Mental Health Centers,PROTOTYPES OBHS PASADENA,PASADENA,CA,1000236,91107,34.149613,-118.0956708,2020/06/23 16:06:12+00,6532724.21002139,1876841.17310323,General Mental Health Resource
-118.086342856818,34.1454420668907,72471,Health and Mental Health,Mental Health Centers,VTC GREEN HOUSE,PASADENA,CA,2008001,91107,34.1454421,-118.0863428,2019/10/25 08:08:33+00,6535545.18141355,1875320.75193147,General Mental Health Resource
-118.097970056935,34.1493799665856,71875,Health and Mental Health,Mental Health Centers,PACIFIC CLINICS,PASADENA,CA,1000256,91107,34.14938,-118.09797,2018/03/16 08:11:43+00,6532028.4827383,1876757.05023998,General Mental Health Resource
-118.124650057235,34.1498699665823,72023,Health and Mental Health,Mental Health Centers,PASADENA COUNCIL ON ALCOHOL AND DRUG DEPENDENCE - SOCIAL MODEL RECOVERY,PASADENA,CA,1000407,91107,34.14987,-118.12465,2019/07/05 07:22:00+00,6523956.39553605,1876944.30872373,General Mental Health Resource
-118.08343915655,34.144981067011,72477,Health and Mental Health,Mental Health Centers,VTC - GREEN STREET,PASADENA,CA,2008064,91107,34.1449811,-118.0834391,2019/10/29 12:02:54+00,6536423.62814747,1875152.24373831,General Mental Health Resource
-118.08343915655,34.144981067011,72473,Health and Mental Health,Mental Health Centers,VTC COTTAGE,PASADENA,CA,2008005,91107,34.1449811,-118.0834391,2019/10/25 10:42:27+00,6536423.62814747,1875152.24373831,General Mental Health Resource
-118.086614356495,34.1454403671381,72474,Health and Mental Health,Mental Health Centers,VTC PASADENA,PASADENA,CA,2008009,91107,34.1454404,-118.0866143,2019/11/05 13:04:44+00,6535463.03197156,1875320.20403232,General Mental Health Resource
-118.094756356804,34.1677678666366,71886,Health and Mental Health,Mental Health Centers,D'VEAL FAMILY & YOUTH SERVICES,PASADENA,CA,1000267,91107,34.1677679,-118.0947563,2018/09/13 11:13:50+00,6533007.12874688,1883447.80687156,General Mental Health Resource
-118.092860057173,34.1411099669838,71680,Health and Mental Health,Mental Health Centers,AURORA LAS ENCINAS HOSPITAL,PASADENA,CA,1000049,91107,34.14111,-118.09286,2017/01/31 09:30:12+00,6533571.78575405,1873745.97981857,General Mental Health Resource
-118.127660056681,34.1469399668457,71790,Health and Mental Health,Mental Health Centers,HOMES FOR LIFE FOUNDATION,PASADENA,CA,1000162,91106,34.14694,-118.12766,2017/07/06 09:44:19+00,6523044.34060164,1875879.17207448,General Mental Health Resource
-118.116074557148,34.1471937670991,72470,Health and Mental Health,Mental Health Centers,VTC BONNIE HOUSE,PASADENA,CA,2007999,91106,34.1471938,-118.1160745,2019/09/13 09:01:21+00,6526549.86114964,1875967.28475915,General Mental Health Resource
-118.151630056967,34.1294499672692,71667,Health and Mental Health,Mental Health Centers,PACIFIC CLINICS PASADENA FAMILY SERVICES,PASADENA,CA,1000036,91105,34.12945,-118.15163,2016/05/30 18:53:23+00,6515782.16024414,1869524.32290757,General Mental Health Resource
-118.152700056335,34.1337099669491,71679,Health and Mental Health,Mental Health Centers,HUNTINGTON MEMORIAL HOSPITAL,PASADENA,CA,1000048,91105,34.13371,-118.1527,2016/05/30 18:53:23+00,6515460.69894481,1871075.10359864,General Mental Health Resource
-118.15418005657,34.1423199670446,72063,Health and Mental Health,Mental Health Centers,THE INSTITUTE FOR THE REDESIGN OF LEARNING - ALMANSOR,PASADENA,CA,1000449,91105,34.14232,-118.15418,2016/05/30 18:53:23+00,6515017.63191755,1874209.12062456,General Mental Health Resource
-118.167854356256,34.1406081665326,72089,Health and Mental Health,Mental Health Centers,PACIFIC CLINICS - HOPE CENTER,PASADENA,CA,1000476,91105,34.1406082,-118.1678543,2019/07/19 09:50:23+00,6510878.94498497,1873592.79377323,General Mental Health Resource
-118.14680005667,34.1283299672034,71843,Health and Mental Health,Mental Health Centers,PACIFIC CLINICS-ARROYO FSP,PASADENA,CA,1000222,91105,34.12833,-118.1468,2016/05/30 18:53:23+00,6517243.27904105,1869114.56486881,General Mental Health Resource
-118.148405656298,34.1417427667928,71897,Health and Mental Health,Mental Health Centers,HOMELESS OUTREACH PSYCHIATRIC EVALUATION (HOPE),PASADENA,CA,1000279,91105,34.1417428,-118.1484056,2018/03/16 11:28:49+00,6516764.57264939,1873996.4373229,General Mental Health Resource
-118.140920056485,34.1602499664105,71999,Health and Mental Health,Mental Health Centers,HATHAWAY-SYCAMORES CHILD AND FAMILY SERVICES,PASADENA,CA,1000383,91104,34.16025,-118.14092,2018/03/16 15:50:24+00,6519039.06580381,1880728.27884606,General Mental Health Resource
-118.128893256213,34.1694178667761,72496,Health and Mental Health,Mental Health Centers,HSCFS- LONGFELLOW ES,PASADENA ,CA,2009203,91104,34.1694179,-118.1288932,2020/04/01 15:14:04+00,6522681.70156313,1884059.75873165,General Mental Health Resource
-118.163620056241,34.1796599663027,72187,Health and Mental Health,Mental Health Centers,D'VEAL FAMILY & YOUTH SERVICES,PASADENA,CA,1000578,91103,34.17966,-118.16362,2019/04/12 15:02:42+00,6512183.34231055,1887802.32342498,General Mental Health Resource
-118.150890056329,34.1607799669347,71820,Health and Mental Health,Mental Health Centers,FIVE ACRES,PASADENA,CA,1000195,91103,34.16078,-118.15089,2018/09/27 08:53:08+00,6516023.22308221,1880925.5333728,General Mental Health Resource
-118.165226256438,34.1682835669824,72442,Health and Mental Health,Mental Health Centers,FIVE ACRES,PASADENA ,CA,2007390,91103,34.1682836,-118.1652262,2020/05/22 16:53:51+00,6511690.74126163,1883663.04561432,General Mental Health Resource
-118.131610056661,34.1712399664426,71870,Health and Mental Health,Mental Health Centers,PACIFIC CLINICS ON LAKE,PASADENA,CA,1000251,91103,34.17124,-118.13161,2016/05/30 18:53:23+00,6521860.77111839,1884723.91816448,General Mental Health Resource
-118.150310056301,34.179689966677,72112,Health and Mental Health,Mental Health Centers,D'VEAL FAMILY & YOUTH SERVICES - WRAP,PASADENA,CA,1000500,91103,34.17969,-118.15031,2018/09/19 07:59:08+00,6516208.97435114,1887806.95497739,General Mental Health Resource
-118.153050056918,34.1573799671446,71838,Health and Mental Health,Mental Health Centers,D'VEAL FAMILY & YOUTH SERVICES,PASADENA,CA,1000216,91103,34.15738,-118.15305,2018/09/14 11:47:20+00,6515367.89827739,1879689.20087172,General Mental Health Resource
-118.139410556744,34.1371387671522,72469,Health and Mental Health,Mental Health Centers,VTC 500 HOUSE,PASADENA,CA,2007996,91101,34.1371388,-118.1394105,2019/12/13 08:56:59+00,6519484.05638364,1872317.06240082,General Mental Health Resource
-118.138780057003,34.1543899666939,71791,Health and Mental Health,Mental Health Centers,HOMES FOR LIFE FOUNDATION,PASADENA,CA,1000163,91101,34.15439,-118.13878,2017/07/06 09:46:05+00,6519683.51595847,1878594.81953031,General Mental Health Resource
-118.139260056849,34.1454499672614,71888,Health and Mental Health,Mental Health Centers,SPECIALIZED FOSTER CARE-PASADENA,PASADENA,CA,1000269,91101,34.14545,-118.13926,2018/06/29 10:06:45+00,6519533.78856763,1875341.59440948,General Mental Health Resource
-118.134200056186,34.1438199663918,71872,Health and Mental Health,Mental Health Centers,FOOTHILL FAMILY SERVICES-HUDSON,PASADENA,CA,1000253,91101,34.14382,-118.1342,2018/03/15 17:13:52+00,6521064.02336806,1874746.32525881,General Mental Health Resource
-118.134730056398,34.1437799664877,71832,Health and Mental Health,Mental Health Centers,FOOTHILL FAMILY SERVICES-PASADENA,PASADENA,CA,1000209,91101,34.14378,-118.13473,2018/03/15 13:59:12+00,6520903.63622163,1874731.9830959,General Mental Health Resource
-118.137940056818,34.1535699665549,71881,Health and Mental Health,Mental Health Centers,HERITAGE CLINIC PASADENA,PASADENA,CA,1000262,91101,34.15357,-118.13794,2018/03/16 08:28:16+00,6519937.24182896,1878296.05700448,General Mental Health Resource
-118.150460056219,34.1036799671489,71733,Health and Mental Health,Mental Health Centers,MENTAL HEALTH COURT LINKAGE PROGRAM,SOUTH PASADENA,CA,1000103,91030,34.10368,-118.15046,2018/03/15 09:19:06+00,6516122.20287114,1860145.62020831,General Mental Health Resource
-118.173170056674,34.1118899667085,71784,Health and Mental Health,Mental Health Centers,HILLSIDES FAMILY RESOURCE CENTER,SOUTH PASADENA,CA,1000156,91030,34.11189,-118.17317,2018/03/15 12:55:35+00,6509252.45315921,1863144.45476182,General Mental Health Resource
-118.152230056832,34.1023799668977,71757,Health and Mental Health,Mental Health Centers,THE INSTITUTE FOR THE REDESIGN OF LEARNING - ALMANSOR,SOUTH PASADENA,CA,1000129,91030,34.10238,-118.15223,2016/05/30 18:53:23+00,6515585.66194947,1859673.33309515,General Mental Health Resource
-118.153000056515,34.1034099672532,71854,Health and Mental Health,Mental Health Centers,THE INSTITUTE FOR REDESIGN AND LEARNING - ALMANSOR,SOUTH PASADENA,CA,1000233,91030,34.10341,-118.153,2016/05/30 18:53:23+00,6515353.1302623,1860048.52296156,General Mental Health Resource
-117.996855157389,34.149554766506,72504,Health and Mental Health,Mental Health Centers,DFYS CLIFTON MIDDLE SCH,MONROVIA,CA,2009322,91016,34.1495548,-117.9968551,2020/04/22 13:39:22+00,6562621.84707639,1876806.23419672,General Mental Health Resource
-118.000520057046,34.142319967037,71670,Health and Mental Health,Mental Health Centers,PACIFIC CLINICS-E FOOTHILL GUIDANCE,MONROVIA,CA,1000039,91016,34.14232,-118.00052,2018/03/14 15:06:39+00,6561512.98216814,1874173.34379323,General Mental Health Resource
-118.002711057306,34.131220867154,72515,Health and Mental Health,Mental Health Centers,DFYS SANTA FE COMPUTER MAGNET SCH,MONROVIA,CA,2009359,91016,34.1312209,-118.002711,2020/04/30 11:00:49+00,6560849.90737881,1870134.18815765,General Mental Health Resource
-117.99859465646,34.15428476733,72422,Health and Mental Health,Mental Health Centers,BOYS REPUBLIC GIRLS REPUBLIC,MONROVIA,CA,2007266,91016,34.1542848,-117.9985946,2019/04/02 14:08:37+00,6562095.52037314,1878527.55588531,General Mental Health Resource
-118.006301456826,34.1157913665858,72518,Health and Mental Health,Mental Health Centers,DFYS PLYMOUTH ELEM SCH,MONROVIA,CA,2009370,91016,34.1157914,-118.0063014,2020/05/08 15:11:14+00,6559763.00666547,1864519.15640873,General Mental Health Resource
-117.993127457508,34.1500887667982,72516,Health and Mental Health,Mental Health Centers,DFYS WILD ROSE SCH,MONROVIA,CA,2009365,91016,34.1500888,-117.9931274,2020/05/08 12:42:24+00,6563749.68602805,1877000.62291557,General Mental Health Resource
-118.017151057369,34.1465283672543,72499,Health and Mental Health,Mental Health Centers,DFYS MONROVIA HS,MONROVIA,CA,2009293,91016,34.1465284,-118.017151,2020/04/14 16:53:20+00,6556480.93514563,1875705.29971881,General Mental Health Resource
-117.99955005641,34.1174599670738,72060,Health and Mental Health,Mental Health Centers,ARCADIA MENTAL HEALTH CENTER,MONROVIA,CA,1000446,91016,34.11746,-117.99955,2017/01/30 17:12:42+00,6561806.53177789,1865126.33170356,General Mental Health Resource
-117.999829856748,34.1488940668713,72505,Health and Mental Health,Mental Health Centers,BOYS REPUBLIC - MONROVIA,MONROVIA,CA,2009325,91016,34.1488941,-117.9998298,2020/04/22 14:58:47+00,6561721.8229578,1876565.7786409,General Mental Health Resource
-117.984514056823,34.1458979665874,72503,Health and Mental Health,Mental Health Centers,DFYS BRADOAKS ELEM SCH,MONROVIA,CA,2009319,91016,34.145898,-117.984514,2020/04/17 15:57:30+00,6566355.97346638,1875475.8041148,General Mental Health Resource
-118.000520057046,34.142319967037,71782,Health and Mental Health,Mental Health Centers,PACIFIC CLINICS-EAST-YOUTH DAY TREATMENT,MONROVIA,CA,1000154,91016,34.14232,-118.00052,2016/05/30 18:53:23+00,6561512.98216814,1874173.34379323,General Mental Health Resource
-118.009659657231,34.1541416670403,72506,Health and Mental Health,Mental Health Centers,DFYS MAYFLOWER ELEM SCH,MONROVIA,CA,2009327,91016,34.1541417,-118.0096596,2020/04/22 16:09:26+00,6558747.88008681,1878475.61635664,General Mental Health Resource
-117.966540057464,34.1398099667201,72096,Health and Mental Health,Mental Health Centers,FOOTHILL FAMILY SERVICE-DUARTE,DUARTE,CA,1000483,91010,34.13981,-117.96654,2020/06/25 10:42:16+00,6571795.15911031,1873261.5939763,General Mental Health Resource
-117.951900056821,34.137069967018,72181,Health and Mental Health,Mental Health Centers,D'VEAL FAMILY & YOUTH SERVICES,DUARTE,CA,1000572,91010,34.13707,-117.9519,2018/09/19 07:51:35+00,6576225.6285958,1872266.25541581,General Mental Health Resource
-117.985770057056,34.1375499672438,72182,Health and Mental Health,Mental Health Centers,D'VEAL FAMILY & YOUTH SERVICES,DUARTE,CA,1000573,91010,34.13755,-117.98577,2018/09/19 15:45:19+00,6565976.37186338,1872437.75802556,General Mental Health Resource
-117.979310256759,34.1285065665939,72508,Health and Mental Health,Mental Health Centers,DFYS BEARDSLEE ACAD,DUARTE,CA,2009332,91010,34.1285066,-117.9793102,2020/04/23 17:15:28+00,6567931.80627272,1869147.03790098,General Mental Health Resource
-117.990702657333,34.1227708673328,71632,Health and Mental Health,Mental Health Centers,COMMUNITY CARE CENTER,DUARTE,CA,1000001,91010,34.1227709,-117.9907026,2018/03/14 13:53:57+00,6564484.24853531,1867059.19660422,General Mental Health Resource
-117.95110005739,34.1396399671333,72141,Health and Mental Health,Mental Health Centers,MARYVALE,DUARTE,CA,1000530,91010,34.13964,-117.9511,2018/03/21 10:55:52+00,6576467.25737764,1873201.64232457,General Mental Health Resource
-117.940286856579,34.149442567291,72511,Health and Mental Health,Mental Health Centers,DFYS VALLEY VIEW ACAD,DUARTE,CA,2009344,91010,34.1494426,-117.9402868,2020/04/24 16:53:19+00,6579737.16586405,1876770.75526506,General Mental Health Resource
-117.968970057041,34.1368899666675,72180,Health and Mental Health,Mental Health Centers,DFYS DUARTE HS,DUARTE,CA,1000571,91010,34.13689,-117.96897,2020/06/17 14:31:01+00,6571060.18124956,1872198.7165089,General Mental Health Resource
-117.952157856732,34.1446197673399,72519,Health and Mental Health,Mental Health Centers,DFYS ROYAL OAKS STEM ACAD,BRADBURY,CA,2009373,91008,34.1446198,-117.9521578,2020/05/08 17:05:19+00,6576146.30920063,1875013.72859539,General Mental Health Resource
-118.03987855668,34.1366916667616,72345,Health and Mental Health,Mental Health Centers,WSGVMET,ARCADIA,CA,2006674,91007,34.1366917,-118.0398785,2018/07/26 09:16:42+00,6549602.83800948,1872127.49486656,General Mental Health Resource
-118.094756356646,34.1510404671613,72344,Health and Mental Health,Mental Health Centers,BIENVENIDOS VILLAGE,ARCADIA ,CA,2006671,91006,34.1510405,-118.0947563,2019/07/31 07:41:27+00,6533001.39056939,1877360.40434822,General Mental Health Resource
-118.022880056439,34.1514299668426,72114,Health and Mental Health,Mental Health Centers,ARCADIA WELLNESS CENTER,ARCADIA,CA,1000502,91006,34.15143,-118.02288,2017/01/30 17:13:39+00,6554747.91334923,1877489.4263999,General Mental Health Resource
-118.02193005733,34.1079799670961,71650,Health and Mental Health,Mental Health Centers,ARCADIA MENTAL HEALTH CENTER,ARCADIA,CA,1000019,91006,34.10798,-118.02193,2018/06/01 09:57:36+00,6555031.8894873,1861677.10697472,General Mental Health Resource
-118.148337056778,34.1721442670444,72512,Health and Mental Health,Mental Health Centers,PASADENA UNIFIED SCHOOL DISTRICT,ALTADENA,CA,2009350,91003,34.1721443,-118.148337,2020/04/28 15:05:54+00,6516801.65656473,1885060.05463131,General Mental Health Resource
-118.149098557262,34.1981820671611,71975,Health and Mental Health,Mental Health Centers,PASADENA UNIFIED SCHOOL DISTRICT,ALTADENA,CA,1000357,91001,34.1981821,-118.1490985,2018/07/26 09:01:18+00,6516585.37451696,1894536.01172923,General Mental Health Resource
-118.165784456817,34.1915526667807,72443,Health and Mental Health,Mental Health Centers,FIVE ACRES,ALTADENA,CA,2007394,91001,34.1915527,-118.1657844,2020/05/22 16:51:03+00,6511535.8564008,1892131.35905823,General Mental Health Resource
-118.16588895679,34.1960123670073,72379,Health and Mental Health,Mental Health Centers,HATHAWAY SYCAMORES CHILD FAM SVCS,ALTADENA,CA,2006866,91001,34.1960124,-118.1658889,2019/07/19 14:40:16+00,6511506.93323031,1893754.37451297,General Mental Health Resource
-118.165730056205,34.1916799664159,71836,Health and Mental Health,Mental Health Centers,FIVE ACRES,ALTADENA,CA,1000214,91001,34.19168,-118.16573,2020/03/18 17:02:49+00,6511552.38392681,1892177.6585063,General Mental Health Resource
