X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,email,dis_status,POINT_X,POINT_Y
-118.178423756232,34.0373764567479,904,211,,Health and Mental Health,Mental Health Programs,,www.alz.org/SoCal,Alzheimer's Association - Greater East Los Angeles Service Center,133 N Sunol Dr,,Los Angeles,CA,"SITE HOURS:  Monday through Friday, 8:30am to 5:00pm. ","Service/Intake (323) 881-0574, English Hotline/Talkline/Warmline (800) 660-1993,  Hotline/Talkline/Warmline (800) 272-3900",www.alz.org/SoCal,,,1064,The association provides health services related to Alzheimer's disease for people nationwide.,90063,http://egis3.lacounty.gov/lms/?p=1064,publish,34.03737649,-118.1784237,2013/06/01 11:50:56+00,,,6507614.04797147,1836030.38858323
-118.501382056473,34.2286269667046,906,211,,Health and Mental Health,Mental Health Programs,,www.alz.org/SoCal,Alzheimer's Association - Greater San Fernando Valley Service Center,16933 Parthenia St.,,Northridge,CA,"Monday through Friday, 8:30am to 5:00pm. ","Service/Intake and Administration (818) 830-8590,  Hotline/Talkline/Warmline (800) 272-3900, English Hotline/Talkline/Warmline (800) 660-1993",www.alz.org/SoCal,,,1065,The association provides health services related to Alzheimer's disease for people nationwide.,91343,http://egis3.lacounty.gov/lms/?p=1065,publish,34.228627,-118.501382,2017/10/16 16:23:45+00,,,6410116.43489622,1905959.99675523
-118.357882056364,34.0624459668127,909,211,,Health and Mental Health,Mental Health Programs,,www.alz.org/SoCal,Alzheimer's Association - California Southland Chapter,5900 Wilshire Blvd.,,Los Angeles,CA,"Monday through Friday, 8:30am to 5:00pm. ","Service/Intake (323) 938-3379, Vehicle Donation Program Service/Intake (888) 250-3663,  Hotline/Talkline/Warmline (800) 272-3900",www.alz.org/SoCal,,,1066,The association provides health services related to Alzheimer's disease for people nationwide.,90036,http://egis3.lacounty.gov/lms/?p=1066,publish,34.062446,-118.357882,2017/10/16 16:30:23+00,,,6453276.97259071,1845298.65547973
-118.192428056268,33.769171967502,913,211,,Health and Mental Health,Mental Health Programs,,www.mhala.org,Mental Health America Of Los Angeles,100 W. Broadway,,Long Beach,CA,,"Mental Health I &amp; R Information (213) 413-1130 Ext.26,  Service/Intake (888) 242-2522,  Administrative (562) 285-1330",www.mhala.org,,,1067,The association provides mental health services for individuals in Los Angeles County.,90802,http://egis3.lacounty.gov/lms/?p=1067,publish,33.769172,-118.192428,2013/06/01 11:50:56+00,,,6503184.37868123,1738432.44959314
-117.964652057193,34.0871269673667,915,211,,Health and Mental Health,Mental Health Programs,,www.baldwinpark.com,City Of Baldwin Park Department Of Recreation And Community Services,4100 Baldwin Park Blvd.,,Baldwin Park,CA,"Monday through Friday, 8:00am to 8:00pm. ","Service/Intake (626) 813-5245, Senior Center number ext. 323 Service/Intake (626) 813-5245 Ext.323",www.baldwinpark.com,,,1068,"The Baldwin Park Recreation and Community Services Department provides counseling services, emergency food, health services, personal goods, services for older adults, transportation and youth services for people who live in Baldwin Park including specialized services for senior citizens and for youth.",91706,http://egis3.lacounty.gov/lms/?p=1068,publish,34.087127,-117.964652,2017/10/30 14:25:53+00,,,6572373.20191747,1854089.46762247
-118.476537056051,34.1556329665256,965,211,,Health and Mental Health,Mental Health Programs,,,Vbs Counseling Center,15739 Ventura Blvd.,,Encino,CA,,Service/Intake (818) 784-1414,www.vbscounselingcenter.org,,,1079,The center provides counseling for adolescents and adults who live in Los Angeles County.,91436,http://egis3.lacounty.gov/lms/?p=1079,publish,34.155633,-118.476537,2013/06/01 11:50:56+00,,,6417500.3988028,1879359.92561164
-118.415269055811,34.0476129669443,968,211,,Health and Mental Health,Mental Health Programs,,,Belmar Child And Family Center,10345 W. Pico Blvd.,,Los Angeles,CA,SITE HOURS: Hours Vary ,Administrative (310) 390-2703,,,,1082,The center provides counseling services for youth who attend schools in Los Angeles Unified School District or who live within the boundaries of the school district.,90064,http://egis3.lacounty.gov/lms/?p=1082,publish,34.047613,-118.415269,2013/06/01 11:50:56+00,,,6435873.70129497,1839967.52965906
-118.444617056138,34.0587579670626,974,211,,Health and Mental Health,Mental Health Programs,,,Center For The Research And Treatment Of Anorexia Nervosa,10921 Wilshire Blvd.,,Los Angeles,CA,,Service/Intake (310) 208-7330,,,,1084,The center provides counseling services and health services for people of all ages in Los Angeles.,90024,http://egis3.lacounty.gov/lms/?p=1084,publish,34.058758,-118.444617,2013/06/01 11:50:56+00,,,6427001.36503705,1844061.39843981
-118.13268305705,34.1759969666159,986,211,,Health and Mental Health,Mental Health Programs,,,Westminster Counseling Center,867 E. Atchison St.,,Pasadena,CA,"Monday through Saturday, 9:00am to 9:00pm. ",Service/Intake (626) 798-0915,,,,1091,The center provides counseling services for San Gabriel Valley residents of all ages.,91104,http://egis3.lacounty.gov/lms/?p=1091,publish,34.175997,-118.132683,2013/06/01 11:50:56+00,,,6521538.4938758,1886455.50197165
-118.413579056069,34.2757419667559,1004,LA City Recreation and Parks,,Health and Mental Health,Mental Health Programs,,LA City Department Recreation and Parks,North East Valley Multipurpose Center,11300 Glenoaks Blvd.,,Pacoima,CA,"Monday through Friday, 8:00am to 4:00pm. ","Service/Intake and Administration (818) 834-6100,  FAX (818) 834-6108",,,,1105,The center provides emergency food and services for older adults age 55 and older who live in the northeast San Fernando Valley.,91331,http://egis3.lacounty.gov/lms/?p=1105,publish,34.275742,-118.413579,2014/05/21 17:46:10+00,,,6436727.23075588,1922985.06441106
-118.452529966376,34.0526682769666,1071,211,,Health and Mental Health,Mental Health Programs,,US Department of Veterans Affairs,Veterans Administration Greater Los Angeles Healthcare System - West Los Angeles,11301 Wilshire Blvd.,,Los Angeles,CA,"24 hours a day, 7 days at week","Eligibility/Enrollment questions Information Only (888) 816-0803, VA Nurse Advice Line - 24 hours Service/Intake and Hotline (877) 252-4866, National Homeless Hotline Service/Intake and Hotline (877) 424-3838, Mental Health Outpatient Treatment Center Ser",http://www.losangeles.va.gov/,,,1135,"The center provides hospital services, inpatient treatment for substance abuse, mental health services and substance abuse for veterans who have been honorably discharged or released from active military service.  Services are restricted to veterans.",90073,http://egis3.lacounty.gov/lms/?p=1135,publish,34.05266831,-118.45252991,2016/01/29 11:29:36+00,,,6424594.6818583,1841855.9602654
-118.367959156042,34.0639135172044,1079,211,,Health and Mental Health,Mental Health Programs,,www.latherapy.info,Los Angeles Therapy Center And Associates,6399 Wilshire Blvd,,Los Angeles,CA,SITE HOURS: Hours vary. ,Service/Intake (800) 899-0064,www.latherapy.info,,,1140,The center provides information and referral to people who live in Los Angeles County.,90048,http://egis3.lacounty.gov/lms/?p=1140,publish,34.06391355,-118.3679591,2013/06/01 11:50:56+00,,,6450226.84384847,1845843.74133182
-118.284368056246,34.0537629672022,1087,211,,Health and Mental Health,Mental Health Programs,,NULL,Salvation Army Los Angeles Korean Corps - Korean Senior Citizens Center,947 Hoover St.,Silvercrest Apartment,Los Angeles,CA,,Service/Intake and Administration (213) 387-7278,NULL,,,1142,"The center provides information and referral, recreational programs and services for older adults in the downtown and Koreatown areas of Los Angeles.",90006,http://egis3.lacounty.gov/lms/?p=1142,publish,34.053763,-118.284368,2014/06/09 11:39:51+00,,,6475533.48713271,1842067.6251964
-117.752335057633,34.0827549670767,1093,211,,Health and Mental Health,Mental Health Programs,,,Tri-City Mental Health Center,2008 N. Garey Ave.,,Pomona,CA,,"FAX (909) 865-9281, and After hours Service/Intake and Administration (909) 623-6131",www.tricitymhs.org,,,1145,"The center provides mental health services and substance abuse services for residents of Claremont, LaVerne and Pomona.",91767,http://egis3.lacounty.gov/lms/?p=1145,publish,34.082755,-117.752335,2013/06/01 11:50:56+00,,,6636663.62976681,1852588.92403564
-118.386155455709,34.0474915471576,1095,211,,Health and Mental Health,Mental Health Programs,,,Alcott Center For Mental Health Services - Graduate House,1765 S Robertson Blvd, ,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","Information (310) 839-7630, Alcott Center Service/Intake and Administration (310) 785-2121",www.alcottcenter.org,,,1147,The agency provides mental health services for adults in Los Angeles County.,90035,http://egis3.lacounty.gov/lms/?p=1147,publish,34.04749158,-118.3861554,2013/06/01 11:50:56+00,,,6444692.81259371,1839888.18500148
-118.386600055995,34.0442239670392,1096,211,,Health and Mental Health,Mental Health Programs,,,Alcott Center For Mental Health Services - The Plaza,1904 S. Robertson Blvd.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ",Main Agency phone Service/Intake and Administration (310) 785-2121,www.alcottcenter.org,,,1148,The agency provides mental health services for adults in Los Angeles County.,90034,http://egis3.lacounty.gov/lms/?p=1148,publish,34.044224,-118.3866,2013/06/01 11:50:56+00,,,6444553.55762288,1838699.57517397
-118.384636055938,33.9886129669276,1111,211,,Health and Mental Health,Mental Health Programs,,,Antioch University Counseling Center,400 Corporate Pointe,,Culver City,CA,,"Appointments Service/Intake (310) 574-2813 Ext.366, Associate Director/Program Manager (Administrative Only) Administrative (310) 574-2813 Ext.409",www.antiochla.edu/about-aula/aucc,,,1160,The center provides mental health services for people of all ages who live in the coastal area of Los Angeles County.,90230,http://egis3.lacounty.gov/lms/?p=1160,publish,33.988613,-118.384636,2013/06/01 11:50:56+00,,,6445071.08874005,1818459.47687472
-117.740507057459,34.0292709677694,1120,211,,Health and Mental Health,Mental Health Programs,,,Olive Vista Rehabilitation Center,2335 S. Towne Ave.,,Pomona,CA,"Monday through Sunday, 24 hours per day. ","FAX (909) 628-1839,  Service/Intake (909) 628-6024",,,,1169,The center provides residential mental health services for adults.,91766,http://egis3.lacounty.gov/lms/?p=1169,publish,34.029271,-117.740507,2013/06/01 11:50:56+00,,,6640295.40531164,1833134.15979564
-118.027850057221,34.1322179666168,1127,211,,Health and Mental Health,Mental Health Programs,,,Arcadia Presbyterian Church - Counseling Center,700 S. First Ave.,,Arcadia,CA,"Monday through Friday, 9:00am to 5:00pm; closed 12:00 noon to 1:00pm; evening appointments are available. ",Message/Answering Service (626) 445-1078,www.arcadiapres.org,,,1172,"The church provides emergency food, holiday assistance and mental health services for adults, adolescents and children.",91006,http://egis3.lacounty.gov/lms/?p=1172,publish,34.132218,-118.02785,2013/06/01 11:50:56+00,,,6553242.28775156,1870498.20711464
-118.303890056453,33.9028699675517,1183,211,,Health and Mental Health,Mental Health Programs,,,Los Angeles County Department Of Mental Health - Coastal Asian Pacific Islander Family Mental Health Clinic,14112 S. Kingsley Dr.,,Gardena,CA,,"Access Line and PMRT After Hours/Weekends Service/Intake (800) 854-7771,  Service/Intake (310) 217-7312,  FAX (310) 352-3111",dmh.co.la.ca.us/,,,1218,The clinic provides mental health services and welfare-to-work support services for people of all ages in Los Angeles County.,90247,http://egis3.lacounty.gov/lms/?p=1218,publish,33.90287,-118.30389,2013/06/01 11:50:56+00,,,6469454.15447514,1787172.02599831
-118.239431056153,34.0149419665211,1184,211,,Health and Mental Health,Mental Health Programs,,,California State Department Of Corrections And Rehabilitation - Division Of Adult Parole Operations - Outpatient Clinic,2444 S. Alameda St.,,Los Angeles,CA,,"Service/Intake and Administration (323) 238-1600,  Service/Intake and Administration (323) 238-1617",www.cdcr.ca.gov,,,1219,The clinic provides mental health services for adult parolees and ex-offenders.,90058,http://egis3.lacounty.gov/lms/?p=1219,publish,34.014942,-118.239431,2013/06/01 11:50:56+00,,,6489111.50525223,1827904.47012381
-118.205327055951,34.0596668272994,1187,211,,Health and Mental Health,Mental Health Programs,,,Los Angeles County Department Of Health Services - Los Angeles County And Usc Healthcare Network - Child / Adolescent Psychiatry - Outpatient,2010 Zonal Ave,First Fl. Basement| Outpatient Bldg. Rm. 1-P51,Los Angeles,CA,,"Psych Department Administrative (323) 226-4955, Appointments Service/Intake (323) 226-5751",,,,1221,The clinic provides mental health services for youth who live in Los Angeles County.,90033,http://egis3.lacounty.gov/lms/?p=1221,publish,34.05966686,-118.205327,2013/06/01 11:50:56+00,,,6499479.84836064,1844157.83098973
-118.157998756855,33.9290994170632,1192,211,,Health and Mental Health,Mental Health Programs,,www.rancho.org,Los Angeles County Department Of Health Services - Rancho Los Amigos National Rehabilitation Center - Communication Disorders Department,7601 Imperial Hwy,,Downey,CA,,"Inpatient Admissions Service/Intake (562) 401-6554, Outpatient Referrals Service/Intake (562) 401-6535,  Service/Intake and Administration (562) 401-7687, Audiology Administrative (562) 401-8258",www.rancho.org,,,1224,The clinic provides services for people with disabilities who live in the Los Angeles County area.,90242,http://egis3.lacounty.gov/lms/?p=1224,publish,33.92909945,-118.1579987,2013/06/01 11:50:56+00,,,6513740.18302889,1796615.7968089
-118.291446256556,34.0640301869369,1200,211,,Health and Mental Health,Mental Health Programs,,dmh.co.la.ca.us,Los Angeles County Department Of Mental Health - Administration,550 S Vermont Ave,,Los Angeles,CA,"Monday through Friday, 7:30am to 6:30pm. ","Medi-Cal Professionals Unit Service/Intake (213) 738-2466, Training Division Administrative (213) 251-6854, Access Line and PMRT After Hours/Weekends Service/Intake and Hotline (800) 854-7771, ACCESS Line and PMRT After Hours/Weekends TDD (562) 651-2549, ",dmh.co.la.ca.us,,,1236,The department provides mental health services for people in Los Angeles County.,90020,http://egis3.lacounty.gov/lms/?p=1236,publish,34.06403022,-118.2914462,2013/06/01 11:50:56+00,,,6473400.29553297,1845810.19021781
-118.563134596344,34.4213063656496,1230,211,,Health and Mental Health,Mental Health Programs,,,Henry Mayo Newhall Memorial Hospital,23845 W. McBean Pkwy.,,Valencia,CA,"Monday through Sunday, 24 hours per days.  Service hours vary.","FAX (661) 253-8142, Admitting Service/Intake and Administration (661) 253-8311, Physician Referrals Service/Intake (661) 253-8888, Hospital Main Number Service/Intake (Voice and TDD) (661) 253-8000",http://www.henrymayo.com/,,,1246,"Henry Mayo is a 238-bed, not-for-profit community hospital and trauma center.  Your family can count on us for critical life-saving services and specialized care when quality of life, comfort, safety and compassion are important to you and your loved ones.  Our emergency department is open 24-7 to serve you, and a panel of physicians, both specialists and subspecialists, are available around the clock for your most critical needs.",91355,http://egis3.lacounty.gov/lms/?p=1246,publish,34.4213064,-118.56313454,2016/01/22 17:01:02+00,info@henrymayo.com,,6391843.36940831,1976177.42160881
-118.448895055532,34.1598369662226,1344,211,,Health and Mental Health,Mental Health Programs,,www.shermanoakshospital.com,Sherman Oaks Hospital - Outpatient,4911 Van Nuys Blvd.,,Sherman Oaks,CA,"Monday through Friday, 8:00am to 6:00pm. ","Geriatric Evaluation, Outpatient Service/Intake (818) 990-2573, Partial Hospitalization/Outpatient Mental Health Service/Intake (818) 907-2835",www.shermanoakshospital.com,,,1287,"The health center provides hospital services, mental health services, self-help groups, and services for older adults in Los Angeles.",91403,http://egis3.lacounty.gov/lms/?p=1287,publish,34.159837,-118.448895,2013/06/01 11:50:56+00,,,6425869.89321864,1880851.32617214
-118.344242055769,33.810338967598,1357,211,,Health and Mental Health,Mental Health Programs,,,Del Amo Behavioral Health System Of Southern California,23700 Camino del Sol,,Torrance,CA,"SITE HOURS: Monday through Sunday, 24 hours per day. ","24-Hour Intake line Service/Intake (800) 533-5266,  Service/Intake and Administration (310) 530-1151",www.delamotreatment.com/home.html,,,1293,The hospital provides inpatient mental health and substance abuse services for people of all ages in Los Angeles County.,90505,http://egis3.lacounty.gov/lms/?p=1293,publish,33.810339,-118.344242,2013/06/01 11:50:56+00,,,6457093.96167588,1753537.35475072
-118.203320556029,33.9294917475696,1375,211,,Health and Mental Health,Mental Health Programs,,,St. Francis Medical Center,3630 E. Imperial Highway,,Lynwood,CA,"24 hours per day, 7 days at week

 Visiting Hours 10:30 a.m. – 8:30 p.m.","Physician Referral Service/Intake (310) 900-7380, Emergency Room Service/Intake (310) 900-4525, CPSP Perinatal Services Service/Intake (310) 900-7350, Intake/Appointments for all community clinics Service/Intake (800) 900-6652, Health Benefit Resource Cen",http://www.stfrancismedicalcenter.com,,,1303,"We operate a 384-bed acute care hospital, two community-based health clinics, and one of the largest and busiest private emergency trauma centers in Los Angeles County — treating 84,400 children and adults each year. Last year, more than 5,000 babies were born at SFMC’s Family Life Center, with 875 babies cared for in our state-of-the-art Neonatal Intensive Care Center.",90262,http://egis3.lacounty.gov/lms/?p=1303,publish,33.92949178,-118.2033205,2016/01/27 16:55:36+00,,,6499991.76433155,1796783.28433481
-118.207859056513,34.0609229670756,1465,211,,Health and Mental Health,Mental Health Programs,,stcamilluscenter.org,Archdiocese Of Los Angeles - Hiv/Aids Ministry,1911 Zonal Ave., ,Los Angeles,CA,"SITE HOURS: Administrative hours are Monday through Friday, 9:00am to 5:00pm.  Services are provided Monday through Sunday, 24 hours per day. ","24 hours Service/Intake and Hotline (323) 225-4461 Ext.221,  FAX (323) 225-9096",stcamilluscenter.org,,,1329,The organzation provides HIV/AIDS services through its pastoral outreach to people living with AIDS/HIV and their families in Los Angeles County.,90033,http://egis3.lacounty.gov/lms/?p=1329,publish,34.060923,-118.207859,2013/06/01 11:50:56+00,,,6498713.88959073,1844616.53971797
-118.132975056794,34.1632419671868,1524,211,,Health and Mental Health,Mental Health Programs,,,Pacific Clinics - Assertive Community Treatment - Pasadena,1007 N. Lake Ave.,,Pasadena,CA,,"Service/Intake (626) 808-9746,  FAX (626) 808-9833",www.pacificclinics.org,,,1343,The program provides mental health services for people in Los Angeles County.,91104,http://egis3.lacounty.gov/lms/?p=1343,publish,34.163242,-118.132975,2013/06/01 11:50:56+00,,,6521444.03409097,1881813.84688489
-118.03608005636,34.0924559669167,1525,211,,Health and Mental Health,Mental Health Programs,,,Pacific Clinics - Assertive Community Treatment - El Monte,10642 Lower Azusa Rd.,,El Monte,CA,,"FAX (626) 433-1313,  Service/Intake (626) 433-1311",www.pacificclinics.org,,,1344,The program provides mental health services for people in Los Angeles County.,91731,http://egis3.lacounty.gov/lms/?p=1344,publish,34.092456,-118.03608,2013/06/01 11:50:56+00,,,6550746.51091897,1856028.86859931
-118.146435557624,34.6886802661531,1527,211,,Health and Mental Health,Mental Health Programs,,www.avysa.org,Helplines Of Youth Support Association,918 W Ave J,,Lancaster,CA,,"Administrative (661) 949-6615, Phone Friend/Teen Talk Helpline Hotline/Talkline/Warmline (661) 949-8662, Out of Area Hotline/Talkline/Warmline (888) 949-8662",www.avysa.org,,,1347,The program provides services for youth in the Lancaster and North County areas of Los Angeles county.,93534,http://egis3.lacounty.gov/lms/?p=1347,publish,34.6886803,-118.1464355,2013/06/01 11:50:56+00,,,6517650.66044414,2073037.80531548
-118.187736055917,33.8120009675364,1544,211,,Health and Mental Health,Mental Health Programs,,www.salvationarmy-socal.org,Salvation Army Corps Community Center - Long Beach,455 E. Spring St.,,Long Beach,CA,,"FAX (562) 988-0884,  Service/Intake (562) 426-7637",www.salvationarmy-socal.org,,,1359,"This agency offers counseling services, emergency food, financial assistance, holiday assistance, social and recreational activities for youth and adults who live in Long Beach and Lakewood.",90806,http://egis3.lacounty.gov/lms/?p=1359,publish,33.812001,-118.187736,2013/06/01 11:50:56+00,,,6504639.5591698,1754016.38955382
-118.306259056688,34.1812429669037,1551,211,,Health and Mental Health,Mental Health Programs,,www.salvationarmy-socal.org,Salvation Army Corps Community Center - Burbank,300 E. Angeleno,,Burbank,CA,,"FAX (818) 845-7274,  Service/Intake (818) 845-7214",www.salvationarmy-socal.org,,,1360,"This agency provides counseling services, emergency food, holiday assistance, recreational programs and utility bill assistance for families, couples, and individuals who live in Burbank, North Hollywood, Sun Valley, Sunland and Tujunga.",91502,http://egis3.lacounty.gov/lms/?p=1360,publish,34.181243,-118.306259,2013/06/01 11:50:56+00,,,6469043.93383889,1888479.23578507
-118.030857056376,34.1311119670985,1581,211,,Health and Mental Health,Mental Health Programs,,www.pacificclinics.org,Pacific Clinics - Administration,800 S. Santa Anita Ave.,,Arcadia,CA,,"Info/Appointments Service/Intake (877) 722-2737,  Administrative (626) 254-5000",www.pacificclinics.org,,,1369,This is the administrative site of a comprehensive mental health agency that serves people who live in communities in Los Angeles County.,91006,http://egis3.lacounty.gov/lms/?p=1369,publish,34.131112,-118.030857,2013/06/01 11:50:56+00,,,6552332.1783513,1870095.97924456
-118.178304056648,33.7928059677717,1592,211,,Health and Mental Health,Mental Health Programs,,www.longbeach.gov/health,City Of Long Beach Department Of Health And Human Services - Central Facilities Center,1133 Rhea St.,,Long Beach,CA,"Monday through Friday,  8:00am to 5:00pm ","Drug and Alcohol Rehabilitation Division Service/Intake (562) 570-4100, Role of Men Workshops/Dave Hilman Service/Intake (562) 570-4441, Early Care and Education Programs Service/Intake (562) 570-4402, Weed and Seed Programs Service/Intake (562) 570-4413,",www.longbeach.gov/health,,,1371,This is the public health agency for the city of Long Beach.,90806,http://egis3.lacounty.gov/lms/?p=1371,publish,33.792806,-118.178304,2013/06/01 11:50:56+00,,,6507492.43436955,1747025.60005772
-118.380830356463,34.0751987467355,1726,211,,Health and Mental Health,Mental Health Programs,,LA County,Teen Line,8700 Gracie Allen Dr,Suite 1613,Los Angeles,CA,"Monday through Sunday, 6:00pm to 10:00pm; it does not operate on certain holidays.","800 TLC TEEN Service/Intake and Hotline (800) 852-8336,  Service/Intake (818) 432-2266,  Service/Intake (951) 826-4673,  Administration (310) 423-1602, 855-HOPE Service/Intake and Hotline (310) 855-4673",www.teenlineonline.org,,,1898,The program provides counseling services for adolescents in Los Angeles County and throughout California.,90048,http://egis3.lacounty.gov/lms/?p=1898,publish,34.07519878,-118.3808303,2013/05/28 15:00:34+00,,,6446344.13146955,1849965.1428659
-118.331655556113,34.0056297873309,1760,211,,Health and Mental Health,Mental Health Programs,,LA County,NAMI - Urban Los Angeles,"4305 Degnan Blvd.,", Suite 104,Los Angeles,CA,Hours vary,"Service/Intake (323) 294-7814,  FAX (323) 294-1534",www.namicalifornia.org,,,1924,"This is a mental health community action group for Los Angeles County.  It  is a program of the National Alliance on Mental Illness, a private, non-profit organization which is supported by client donations and independent fund raising.",90008,http://egis3.lacounty.gov/lms/?p=1924,publish,34.00562982,-118.3316555,2013/09/11 10:06:12+00,,,6461152.0614993,1824594.99052231
-118.382777856056,34.0749999665396,24681,HSIP Freedom Gnis_structures,2104480,Health and Mental Health,Mental Health Programs,,LA County,Thalians Mental Health Center,,,,,,,,,,27035,,,http://egis3.lacounty.gov/lms/?p=27035,publish,34.075,-118.3827778,2011/05/03 21:13:45+00,,,6445754.10082547,1849895.04359664
-118.303030056752,34.0629521771724,55734,211,,Health and Mental Health,Mental Health Programs,,AIDS Project Los Angeles (APLA),AIDS Project Los Angeles (APLA),611 S. Kingsley Dr.,,Los Angeles,CA,"Monday through Friday, 9:00am to 5:00pm","AIDS Drug Assistance Program Service/Intake (213) 201-1615, Government Affairs - HIV Advocacy Service/Intake (213) 201-1623, Main Line - Menu System Service/Intake and Administration (213) 201-1600, Dental Clinic Service/Intake (213) 201-1388, Toll-free H",www.apla.org,AIDS Programs,,57722,"The agency provides HIV/AIDS services, housing services and volunteer opportunities for people of all ages who live in Los Angeles County.  Individuals must be HIV  or have AIDS for some services.  Services are provided at multiple locations.",90005,http://egis3.lacounty.gov/lms/?p=57722,publish,34.06295221,-118.30303,2013/10/24 14:53:28+00,,,6469890.74874631,1845428.25791082
-118.29320445573,34.0620033669627,55889,211,,Health and Mental Health,Mental Health Programs,,LA County,Mental Health Advocacy Services,"3255 Wilshire Blvd.,",Suite 902,Los Angeles,CA,"Monday through Friday, 9:00am to 5:00pm.","FAX (213) 389-2595,  Service/Intake and Administration (213) 389-2077, ext. 13",www.mhas-la.org,,,57859,The agency provides legal services for people with mental and developmental disablilities people in Los Angeles County.,90010,http://egis3.lacounty.gov/lms/?p=57859,publish,34.0620034,-118.2932044,2013/08/29 10:58:08+00,,,6472865.64141855,1845074.14313348
-118.092857156353,34.141107607202,58502,211,,Health and Mental Health,Mental Health Programs,,,Aurora Las Encinas Hospital,2900 E. Del Mar Blvd.,,Pasadena,CA,24 hours a day,"Service/Intake (626) 795-9901, Assessment/Referral Service/Intake (800) 792-2345, FAX (626) 792-2919,  FAX (626) 356-2691",www.lasencinashospital.com,118 licensed acute care beds and 38 residential treatment beds ,,59945,"The hospital provides inpatient mental health services, inpatient substance abuse services, mental health services and substance abuse services for adults.  Age restrictions apply for some services; there are no geographic restrictions.",91107,http://egis3.lacounty.gov/lms/?p=59945,publish,34.14110764,-118.0928571,2013/05/24 12:17:57+00,,,6533572.6627208,1873745.12024023
-117.867070557379,34.1003825270874,58508,211,,Health and Mental Health,Mental Health Programs,,,Aurora Behavioral Health Care - Charter Oak,1161 E. Covina Blvd.,,Covina,CA,24 hours a day,"FAX (626) 915-5902,  Service/Intake and Administration (626) 966-1632, 1-800-654-COPE, 24-Hours Service/Intake and Hotline (800) 654-2673",www.aurorabehavioral.com,95 beds,,59947,"The hospital provides inpatient mental health services, inpatient treatment for substance abuse, mental health services and substance abuse services for all levels of care, inpatient, partial hospitalization and residential, for chemical dependency and dual diagnosis.  Charter Oak serves children, adolescents and adults.  There are no geographic restrictions.",91724,http://egis3.lacounty.gov/lms/?p=59947,publish,34.10038256,-117.8670705,2013/05/24 16:57:11+00,,,6601913.10806064,1858938.14460489
-118.353429755488,33.9640587671073,61816,,,Health and Mental Health,Mental Health Programs,,Didi Hirsch Inglewood Center,Didi Hirsch Inglewood Center,"111 N. La Brea Ave.,",,Inglewood,CA,,310 677-7808,,,,68280,,90301,http://egis3.lacounty.gov/lms/?p=68280,publish,33.9640588,-118.3534297,2013/08/21 13:53:45+00,,,6454499.56266522,1809489.01056373
-118.26695205606,34.0073849667321,61821,,,Health and Mental Health,Mental Health Programs,,Kedren Community Mental Health Center,Kedren Community Mental Health Center,"4211 S. Avalon Blvd.,",,Los Angeles ,CA,,323 233-0425,,,,68282,,90011,http://egis3.lacounty.gov/lms/?p=68282,publish,34.007385,-118.266952,2013/08/21 14:05:47+00,,,6480764.06623846,1825175.34205189
-118.309062556391,34.0151248669012,61828,,,Health and Mental Health,Mental Health Programs,,Portals Portals Community Connections ,Portals Community Connections,3881 S. Wetern Avenue,,Los Angeles,CA,,323 290 - 4357,,,,68286,,90062,http://egis3.lacounty.gov/lms/?p=68286,publish,34.0151249,-118.3090625,2013/08/21 14:14:45+00,,,6468010.1580193,1828028.60274956
-118.291926055854,33.9626736670565,61832,,,Health and Mental Health,Mental Health Programs,,"Exodus Recovery Inc.,","Exodus Recovery Inc.,","8401 S. Vermont Ave.,",,Los Angeles,CA,,(323) 789-6492,,,,68291,,90044,http://egis3.lacounty.gov/lms/?p=68291,publish,33.9626737,-118.291926,2013/09/11 08:43:54+00,,,6473147.8564053,1808925.07665223
-118.212997856116,33.8962991675824,61836,,,Health and Mental Health,Mental Health Programs,,Compton Mental Health Center,Compton Mental Health Center,921 E. Compton Blvd.,,Compton,CA,,(310) 668 6800,,,,68293,,90221,http://egis3.lacounty.gov/lms/?p=68293,publish,33.8962992,-118.2129978,2013/09/10 15:59:16+00,,,6497030.50188139,1784709.84883606
-118.290803486336,33.9948072472266,61840,,,Health and Mental Health,Mental Health Programs,,OASIS House,OASIS House,5201 S. Vermont Avenue,,Los Angeles ,CA,,323 751 2677,,,,68296,,90037,http://egis3.lacounty.gov/lms/?p=68296,publish,33.99480728,-118.29080343,2013/09/10 16:01:22+00,,,6473522.09023689,1820618.12675689
-118.338483056357,34.0067245673186,61844,,,Health and Mental Health,Mental Health Programs,,SISTAHFRIENDS,SISTAHFRIENDS,"3731 Stocker St., ",Suite 210,Los Angeles,CA,,323 296-0310,www.sistahfriends.org,,,68298,,90008,http://egis3.lacounty.gov/lms/?p=68298,publish,34.0067246,-118.338483,2013/08/21 14:39:14+00,letstalk@sistahfriends.org,,6459084.12961155,1825000.29876681
